카테고리,제목,주최/주관,접수기간,D-day,조회수,저장,댓글,포스터,상세 링크,상금,상세 내용
예체능,제69회 신문의 날 신문홍보 캐릭터를 공모합니다.,한국신문협회,1월 2일(목) ~ 2월 28일(금),D-7,818,0,0,https://cf-cpi.campuspick.com/activity/1739496766503675_thumb.jpg,https://www.campuspick.com/contest/view?id=27976,"1,000,000원","제69회 신문의 날 신문홍보 캐릭터를 공모합니다.  ? 공모 부문 : 제69회 신문의 날 신문홍보 캐릭터 ? 공모 기간 : 2025년 1월 2일(목) ～ 2월 28일(금) 17:00까지 ? 공모 소재 ? 신문이 국민과 함께 친근하게 소통할 수 있는 캐릭터 (캐릭터명 기재) ? 신문의 위상과 역할이 잘 담겨 있는 캐릭터 ? 신문의 특·장점과 사회적 가치를 상징하는 캐릭터 ? 공모 방법 : 이메일 제출(heesunny@presskorea.or.kr) ? 출품 자격 및 규격 ? 자격 : 개인으로만 출품 가능 (개인당 2작품 이내) ? 캐릭터 형태 : 기본형 앞, 뒤, 좌, 우 4종 ? 제출 파일 확장자 : JPG, PNG, PDF 파일 (손그림 제외) ? 해상도 : 300dpi 이상 ? 크기 : A4(210*297mm) 가로·세로 무관 ※ 수상 작품은 추후 원본 파일 제출(Ai, PSD 등 해상도 300dpi 이상) ? 기타 : 캐릭터 이름 및 특징 등 설명 자료 ? 시상 내역 ? 대 상 : 1명 (상금 100만원과 상패) ? 우수상 : 2명 (상금 50만원과 상패) ? 출품 서류 ①참가신청서 및 개인정보 수집·이용 동의서, ②서약서, ③작품 파일 ※ 작성방법 자필서명 후 스캔본 제출 ※ 번호 ①～③ zip파일로 제출 ? 발표 : 3월 중순 이후 수상자 개별 통보 ? 시상 : 제69회 신문의 날 기념대회 ? 제출 및 문의처 : 한국신문협회, 02-730-0199  ※ 주의 사항 가. 출품물과 관련된 제품이 생산 또는 판매된 경우 나. 출품일 기준 국내·외 공모전에서 입상한 출품물 다. 모방성이 인정되는 출품물 라. 공공질서, 미풍양속에 해롭다고 인정되는 출품물 마. 요강에 명시된 제작 규격에 적합하지 않은 출품물  ※ 타인의 아이디어를 모방한 내용을 출품하였을 경우 생기는 모든 피해에 대한 책임은 출품자 본인에게 있음"
예체능,학산문화사 제2회 장르불문 웹툰 공모전,(주)학산문화사,2024년 12월 26일(목) ~ 2월 28일(금),D-7,"2,688",0,0,https://cf-cpi.campuspick.com/activity/1735179491742430_thumb.jpg,https://www.campuspick.com/contest/view?id=27485,"1,000원","○ 공모개요 학산문화사에서 웹툰 공모전 작품을 모집하오니 많은 관심과 참여 부탁드립니다.  ○ 기간 및 일정 접수 기간: 2024년 12월 26일(목)~ 2025년 2월 28일(금)  ○ 지원자격 만 19세 이상 성인 신인, 기성 작가 응모 가능  ○ 접수방법 지원서, 개인정보동의서, 원고를 zip 파일로 묶어 메일로 제출 접수 메일 : webcontents@haksanpub.co.kr 파일명은 접수일_부문_이름(필명)_작품명(웹소설명)의 형식으로 기재 EX) (오리지널 부문 예 : 20250228_오리지널테마_정동훈_엔트로피.zip) (콘티·각색 부문 예 : 20250228_콘티·각색_여영아_좋소기업사천당가.zip)  ○ 출품규격 스크롤 웹툰 원고 : 가로 1500px / 해상도 300dpi 이상 접수 구격 : JPG, PNG / 해상도 최소 72dpi 이상  ○ 시상내역 통합 대상 : 1,000만 원 오리지널 테마 부문 : 최우수상 500만원, 우수상 200만원 각색·콘티 부문 : 최우수상 300만원, 우수상 100만원  ○ 유의사항 공모전 관련한 더 자세한 사항 및 유의사항&FAQ는 학산문화사 홈페이지를 참고해주세요. (안내글) https://www.haksanpub.co.kr/bbs/board.php?bo_table=m07_03&wr_id=3620 (유의사항 및 FAQ) https://www.haksanpub.co.kr/bbs/board.php?bo_table=m08_01&wr_id=38  ○ 문의 ☏ 02-828-8891 메일 문의 : webcontents@haksanpub.co.kr"
예체능,[예술X기술] 융복합콘텐츠 기획·제작 과정 <합톤> 참가자 모집!,춘천시공연예술창업지원센터,2월 17일(월) ~ 3월 12일(수),정보 없음,119,0,0,https://cf-cpi.campuspick.com/activity/1739786946665573_thumb.jpg,https://www.campuspick.com/contest/view?id=28017,"3,000,000원","춘천시공연예술창업지원센터의 또 다른 이름인'합센터'에서 진행되는'해커톤'인 <합톤>은 예술적 창의성과 기술의 교집합인 융복합콘텐츠의 프로토타입을 실험하며 스스로 만들어 보는 과정입니다.  기술을 제작 과정 전반에 활용할 수 있는 <합톤> 이라는 무대 위에서, 콘텐츠 기획 역량을 강화시키고 독창적인 아이디어를 마음껏 뽐내주실 참여팀을 기다립니다.  많은 관심과 참여 부탁드립니다!  ■ 모집대상 기술 융복합 콘텐츠를 기획·제작 하고자 하는 팀  ■ 모집기간 2025.2.17(월)~03.12(수) 24시까지  ■ 시상금 1. 최우수 1팀 300만원. 2. 우수 2팀 각 100만원.  ■ 지원내용 - 팀당 개발비 100만원, 숙소 및 식사, 센터에 비치된 공간 및 기자재 *해커톤 기간 전에도 작업 공간이나 기자재, 관사 사용 가능  ■ 접수방법 ▼ 링크 접속 ▼ https://thehab.co.kr/html/center/notice.php?pmode=read&pg=1&sno=775&part=&search_field=&search_text=  첨부된 신청서 양식에 맞춰 작성 후, habton2025@gmail.com 으로 제출  ■ 기타문의 ☎ 033-259-589, ?? habthon2025@gmail.com  ※기타 2025 <합톤>에 관한 소식은 춘천공연예술창업지원센터(HAB) SNS(@hab_place)에 업로드 됩니다!"
예체능,2025 한복디자인 프로젝트 공모전,한국공예·디자인문화진흥원,3월 10일(월) ~ 3월 14일(금),정보 없음,498,0,0,https://cf-cpi.campuspick.com/activity/1739153959972487_thumb.jpg,https://www.campuspick.com/contest/view?id=27905,5천만원~3천만원,"직접 디자인한 한복이 새롭게 탄생할 수 있는 기회!  한복을 현대적으로 재해석하는 한복 디자인 프로젝트 공모전에 관심있으신 신진 디자이너분들의 많은 관심과 참여 바랍니다.  ?공모주제 : <한국의 숨결, 오래된 아름다움>  ?접수기간 : 2025.03.10.(월)~2025.03.14.(금) 16:00까지  ?지원자격 : 한복/패션분야 경력 5년 미만의 예비·신진 디자이너  ?수상자 혜택 ▶상금 및 상장 지원 ▶수상작 도록 제작 지원 ▶수상작 전시(8월 한복상점 내 사업홍보관)  ?접수방법 : 공진원 누리집(kcdf.kr)에서 양식 다운로드 후 작성하여 이메일(hanbokcontest@kdcf.kr) 접수  ?접수링크 : bit.ly/4hkCR6q  ?문의 : hanbokcontest@kcdf.kr"
예체능,2025년 이달의 멸종위기 야생생물 세밀화 공모전,국립생태원,2월 1일(토) ~ 3월 14일(금),정보 없음,"2,578",0,0,https://cf-cpi.campuspick.com/activity/1737681451435974_thumb.jpg,https://www.campuspick.com/contest/view?id=27755,3천만원~1천만원,"○ 공모 부분 2025년 이달의 멸종위기 야생생물 12종 세밀화 - 디지털 일러스트 부문, 학술 묘사(원화) 부문  ○ 대상 생물 멸종위기 야생생물 12종 중 1종 - 구렁이, 흑두루미, 초령목, 염주알다슬기, 물장군, 남생이, 삵, 나팔고둥, 자주땅귀개, 노란잔산잠자리, 산양, 열목어 ※ 상세 내용은 참고사항 참조  ○ 공모 자격 현재 대한민국에 거주하는 국민(고등학생 이상)  ○ 접수 기간 2025. 2. 1. ∼ 3. 14.(42일간) 17:00 마감 / 결과발표 : 3. 26. 예정  ○ 접수 방법 공모전 홈페이지 온라인 접수(https://nie.gcontest.co.kr/) ※ 학술 묘사(원화) 부문의 경우 사진촬영 혹은 스캔 후 제출 / 수상 시 원본 제출 필수  ○ 접수 규격 - 제출 작품 수 : 1인 1작품, 개인 응모 / 반드시 본인의 창작물이어야 함 - 작품 크기 학술 묘사(원화) : A2(420*594mm), 접수시에는 촬영 또는 스캔하여 고화질 이미지 파일 제출 디지털 일러스트 : 4K 3840*2160px, 600dpi 이상, CMYK, 접수시에는 1920x1080px 고화질 이미지 파일 제출 - 작화 기법 : 제한 없음 - 작화 배경 : 대상종의 표현을 방해하지 않는 선에서 생태적 연출을 위한 배경 묘사 가능 - 작화 재료 학술 묘사(원화) : 색연필, 수채화/아크릴물감, 펜 등(파스텔, 목탄, 유화물감 등 번짐 및 손상 우려가 있는 재료 사용 불가) / 디지털 일러스트 : 제한 없음  ○ 시상 총 24점, 1,460만원 - 대 상(1점) : 200만원 - 최우수상(2점) : 150만원 - 우 수 상(3점) : 100만원 - 입 선(6점) : 50만원 - 참 가 상(12점) : 30만원 ※ 부문 구분 없이 상장 수여하며, 상금에 대한 제세공과금은 수상자 본인 부담 ※ 포상 규모는 공모 작품 상황과 심사 결과에 따라 조정될 수 있으며, 수상작들은 2025년 4월 1일 멸종위기종의 날 전시를 위해 반드시 원본을 제출하여야 함  ○ 문의 공모전 홈페이지 Q&A 게시판 공모전 운영사무국(02-6953-1985)"
예체능,교보교육재단 온라인 VR 아트갤러리 예술작품 공모전,교보교육재단,1월 22일(수) ~ 2월 20일(목),정보 없음,968,0,0,https://cf-cpi.campuspick.com/activity/1738310186709828_thumb.jpg,https://www.campuspick.com/contest/view?id=27793,1천만원이하,"교보교육재단이 예술을 통해 참사람 육성의 가치를 실현하는 특별한 공모전을 개최합니다.  꿈을 가진 예술가들에게는 '자기성장'의 기회를, 우리사회에는 타인의 감정에 공감할 수 있는 계기를 전하는 이번 공모전을 통해 더 많은 사람들이 '참사람'에 가까워지기를 기대해봅니다. ※ 선정된 작품은 개편된 온라인 VR 아트갤러리에 3월부터 전시됩니다.  1. 공모기간 : 2025년 2월 20일(목) 자정까지 2. 모집대상 : 온라인 VR 아트갤러리에 작품 전시를 희망하는 누구나 3. 모집부문 : 청소년부(만 24세 이하), 일반부 4. 신청서류 : ① 작품 1점 (800MB 이내의 이미지 또는 영상 파일로 제출) ② 작품 설명 (창작의도, 작품소개 등) ③ 자기소개서 (300자 내외) 5. 모집작품 : ‘온라인 전시’가 가능한 모든 예술작품 - 평면예술(한국화, 서양화, 판화 등) - 영상(애니메이션, 무용, 악기연주 영상 등) - 시각디자인(일러스트, 디지털 디자인, 타이포그래피 등) - 사진 - 기타(웹툰, 공예, 서예 등) 6. 작품규격 : 모든 작품은 디지털 이미지, 영상확장자 (png, jpg, mp4, mov 등)의 형식으로 제출 *타 대회 수상작 / AI 활용 작품은 출품 불가 7. 선정인원 : 총 40명 (추첨을 통해 참가상 50명 선정) 8. 선정혜택 : 교보교육재단 온라인 VR 아트갤러리 작품 전시 및 상금"
예체능,제22회 서울국제환경영화제 출품 공모,서울국제환경영화제,1월 6일(월) ~ 2월 3일(월),정보 없음,"1,577",0,0,https://cf-cpi.campuspick.com/activity/1736413606920715_thumb.jpg,https://www.campuspick.com/contest/view?id=27598,1천만원이하,"안녕하세요, 서울국제환경영화제 사무국입니다.    제22회 서울국제환경영화제 경쟁 부문에 출품해주세요!  특히, 올해 서울국제환경영화제는 경쟁 부문 시상 내역을 개편하여  한국환경영화 대상 상금을 작년 대비 2배 오른 1,000만원으로 진행합니다.    [제22회 서울국제환경영화제 출품 공모]  2025년 6월, 환경의 달에 열리는 제22회 서울국제환경영화제가 환경 영화 작품을 기다립니다.    [출품 마감]  2025년 2월 3일 (도착분에 한함)    [출품 방법]  *서울국제환경영화제는 탄소배출을 줄이기 위해 온라인으로만 출품을 받습니다.  필름프리웨이: https://filmfreeway.com/SIEFF  구글폼: https://forms.gle/dknscE9sSrV445py7    [출품 자격]  - 2023년 1월 1일 이후 제작 완료된 작품으로 이전 서울국제환경영화제에 출품 된 바 없는 작품  - 장르에 상관없이 환경을 소재 혹은 주제로 다루거나 넓은 의미에서 환경과 관련된 작품  - 작품 길이 제약 없음    [시상 내역]  *한국환경영화  - 대상 | 상금 10,000,000원  - 우수상 | 상금 3,000,000원  - 관객심사단상 | 상금 2,000,000원    *국제환경영화  - 대상 | 상금 8,000,000원  - 심사위원특별상 | 상금 3,000,000원  - 관객상      자세한 내용은 서울국제환경영화제 출품공모(https://filmfreeway.com/SIEFF) 참고"
예체능,"곽재선문화재단 제2회 청년작가 공모 (FLY, YOUNG ARTIST)",곽재선문화재단,2024년 11월 14일(목) ~ 2024년 12월 31일(화),정보 없음,"2,360",0,0,https://cf-cpi.campuspick.com/activity/1731994729767665_thumb.jpg,https://www.campuspick.com/contest/view?id=27319,"2,000,000원","곽재선문화재단 제2회 청년작가 공모 (FLY, YOUNG ARTIST)  ■ 참가 자격 - 대한민국 국적의 만 35세 이하 대학생 및 대학원생 * 만 35세 이하 (2025년 기준) : 1989. 1. 1. 이후 출생자 * 휴학생, 졸업예정자 (2025. 2월), 해외유학생 참여 가능  ■ 공모 주제 - 평면예술(한국화, 서양화, 판화 등) - 입체예술(조각, 공예 등)  ■ 공모전 시상내역 - 각 200만원 (매입비 포함), 총 4명  ■ 접수기간 : 2024. 11. 14. ~ 2024. 12. 31.  ■ 접수 방법 - 방문, 우편, 이메일 접수 중 택일 방문, 우편 : 서울시 중구 통일로92,KG타워 지하1층 갤러리선(우 04517) - 이메일 : kjscf@kggroup.co.kr  ■ 유의 사항 - 출품작이 다음에 해당할 경우, 심의에서 제한됩니다. * 동일한 작품으로 국내외 타 공모전에서 이미 수상한 작품 * 표절 또는 혹은 타인의 지적재산권을 침해한 것으로 인정된 작품 * 갤러리 전시장 반출구로 반입이 불가능한 작품(250×250×250cm 이상의 작품은 형태변형 및 분리가 가능해야 함) * 관람객의 감상을 저해하는 유해한 소재의 작품 * 갤러리 구조상 수용이 어려운 작품(층고, 설치방법, 전기작업 등) * 관객 안전 우려 등 안전지침에 위배되는 작품 - 응모작의 표절, 응모자격 부적격 등 결격 사항이 있을 때는 선정이 취소될 수 있습니다. - 필수 제출 서류를 갖추지 못하거나 초과 제출된 자료는 심사에서 제외됩니다. - 공지된 마감 시간 이후에 접수된 서류는 심사에서 제외됩니다. - 제출된 서류 및 자료는 심의 자료로만 활용되며, 사업 종료 후 파기됩니다. - 제출한 제반 서류에 대한 허위사실(저작권 침해, 모방작, 이미지 무단도용 등도 포함) 확인 시, 선정이 취소될 수 있습니다.  ■ 문의 사항 - 곽재선문화재단 사무국 : 02-769-9928 (평일 10시~17시) - 이메일문의 : kjscf@kggroup.co.kr"
예체능,제39회 창작국악동요 작품 공모전,국립국악원,2월 4일(화) ~ 2월 6일(목),정보 없음,"1,578",0,0,https://cf-cpi.campuspick.com/activity/1732241813894196_thumb.jpg,https://www.campuspick.com/contest/view?id=27317,"3,000,000원","제39회 창작국악동요 작품 공모전  ■ 참가 자격 - 창작국악동요에 관심 있는 누구나 (국적 제한 없음) - 1인 1곡만 응모 가능 (기존에 발표되지 않은 독창적인 창작국악동요이어야 함)  ■ 공모주제 - 자유주제(현시대 어린이들의 감성에 부합할 수 있는 주제를 선호함)  ■ 공모분야 - 1) 악보 : 반주를 제외한 노래 선율만 작성하되, 전주 제외하고 20~24마디 분량(PDF파일 형식) 작사자, 작곡자 성명은 기재 불가 제시된 마디 수(20~24마디) 내에서 도돌이표 등 표기 가능 - 2) 데모음원 : 노래 녹음(무반주 또는 제시된 국악기 중 택1하여 반주) 반주 악기는 거문고, 장구, 북 중에서 택1(그 외 악기 사용 시 심사 제외) mp3파일, 최대 15mb 가창자는 성인, 아동 등 제한 없으나 보컬튠은 절대 불가  *제시 사항 미준수 악보와 음원에 대해서는 심사 제외  ■ 시상내역 - 대상 : 1명 상장, 상금3,000,000원 / 문화체육관광부 장관상 - 우수상 : 2명 상장, 상금 각 2,000,000원 / 국립국악원장상 - 장려상 : 9명 상장, 상금 각 1,000,000원 / 국립국악원장상  ■ 일정 - 접수기간 : 2025.02.04 09:00 ~ 2025.02.06 16:00  ■ 지원방법 - 온라인 접수만 가능(국립국악원 누리집 www.gugak.go.kr) - 발표 : 2025.02.17 14:00 / 국립국악원 누리집 공지사항  ■ 문의 - 국악진흥과 공모전 담당 kyudam@korea.kr"
예체능,연등회 음악 공모전,연등회보존위원회,1월 7일(화) ~ 1월 9일(목),정보 없음,"1,416",0,0,https://cf-cpi.campuspick.com/activity/1731565705598979_thumb.jpg,https://www.campuspick.com/contest/view?id=27280,"5,000,000원","연등회 음악 공모전   연등회는 유네스코 인류무형문화유산이며 국가무형문화재로 통일신라시대부터 현재까지 이어져 온 전통적이고 아름다운 ‘등의 축제’ 입니다. 신나는 연등회 음악을 공모하오니 관심있는 여러분들의 많은 참여를 바랍니다.    □ 응모자격  1. 나이, 성별에 제한 없음  2. 개인 혹은 단체 최대 3곡까지 응모 가능  3. 순수 창작곡만 가능(기존 발매된 음원, 타 공모전 참여곡 및 AI개발곡 제외)  4. 음악 길이 : 3분 ~ 4분 내외(전주, 간주 포함)  5. 보컬 가이드 필수    □ 유의사항  1. 우편 접수 등 접수 처리가 정상적으로 이루어지지 않을 수 있으니 반드시 접수 확인 바람  2. 접수된 자료는 반환하지 않음  3. 지정 형식을 준수하지 않을 경우 심사에서 제외됨  4. 응모작은 타인의 저작권을 침해하지 않는 응모자 본인의 순수 창작물이어야 하며,당선 후 다른 작품을 모방, 차용, 표절 등 결격사유가 있는 경우, 선정을 취소하고 상금을 환수함(당선작에 대한 저작권 등의 분쟁에 따른 법적 책임은 모두 응모자에게 있음)  5. 공모 결과 출품된 작품이 공모 목적을 달성하기에 적합하지 않거나 수준이 현저히 떨어지는 경우 당선작을 선정하지 않을 수 있음  6. 당선작에 한하여 필요 시 재가공할 수 있으며 수정, 변경이 가능한 원본 파일 제출을 요청할 수 있음  7. 당선작은 협의를 거쳐 재편곡 또는 가사 수정이 있을 수 있음  8. 당선작 중에는 추후 연등회 음반에 수록될 수 있음"
예체능,2024 제3회 예산 글로벌푸드 챔피언십 요리대회,예산군,2024년 11월 11일(월) ~ 2024년 11월 26일(화),정보 없음,786,0,0,https://cf-cpi.campuspick.com/activity/1731635070816651_thumb.jpg,https://www.campuspick.com/contest/view?id=27273,"30,000,000원","제목 2024 제3회 예산 글로벌푸드 챔피언십 요리대회    ○ 공모개요  -예산의 맛을 널리 알리기 위해 예산군 우수 농특산물 을 활용한 요리경연대회를 개최하고자 다음과 같이 참가자 모집을 공고    ○ 공모주제  - 예산군 우수 농특산물홍보 및 대중화를 위한 레시피 개발 ※ 참가자는 예산군 식재료 5가지 이상 반드시 사용    ○ 기간 및 일정  -참가자 모집2024. 11. 11. ~ 11. 26. 온라인 접수 서류 심사2024. 11. 27.(수) 예선참가 팀 20팀 선정 결과 발표2024. 11. 28.(목) 개별 통보 예선전2024. 11. 30.(토) 본선 진출 10팀 확정 결과 발표2024. 12. 2.(월) 개별 통보 요리대회2024. 12. 13.(금) 10개팀 라이브 경연    ○ 지원자격  -요리에 관심이 있는 누구나    ○ 접수방법  -더본외식산업개발원홈페이지(https://edutheborn.com)에서 신청서 다운로드 후 작성하여 이메일 제출    ○ 출품규격  -작품제출 : 한식, 일식, 양식, 중식, 응용 분야 중에서 출품- 제출작품은 1가지로 제한하되, 5인분 이상    ○ 제출서류  -접수서류 1) 참가신청서(붙임1) 2) 개인정보수집 및 이용동의서(붙임2) 3) 영상 촬영 및 활용 동의서(붙임3)    ○ 심사기준  -경연심사위원 평가를 통해 우수 경연자 선발 및 시상- 심사위원 : 5명(전문가들로 구성) ⇒ 평가 주관적 의견 50% 객관적 지표 50    ○ 시상내역  -1위 대상 1팀 3,000만원 농림부장관상 2위 최우수상 1팀 1,000만원 충남도지사상  3위 금상 2팀 각 500만원 예산군수상  4위 은상 각 100만원 후원사  5위 동상 각 50만원 후원사   ○ 유의사항  -참가제외 ? 요리경연대회 목적 이외에 개인 SNS 홍보, 특정정당 또는 선출직 후보의 지지, 특정종교의 교리를 돕기 위해 대회에 참가하는 자 ? 타인의 특허, 실용신안 등 지적재산권을 침해하거나 침해할 우려가 있는 아이템을 갖고 참가하는 자 ☞기타세부사항은『2024년 제3회 예산글로벌푸드챔피언십』대회요강에따름    ○ 문의  -? 제출서류는 빠짐없이 기록하시기 바라며 제출서류는 반환하지 않음 *서명 필수 ? 신청접수된 개인정보는 요리대회 경연심사에만 활용되며, 타 용도로 사용하지 않음 ? 선정기준에 대하여는 이의를 제기할 수 없으며, 선정자료 및 제출서류는 반환?공개하지 않음 ? 기타 문의사항은 더본외식산업개발원 담당자(☎ 070-8829-6967) 또는 예산군청 기획실 혁신전략팀(☎ 041-339-7112)로 문의 바랍니다. 붙 임 : 1. 참가신청서 및 요리설명서 1부 2. 개인정보수집?동의서 1부. 3. 영상 촬영 동의서 1부. 4. 참가규정 1부. 끝."
예체능,2024 경기 대학생 창작 스토리 댄스 챌린지,경기문화재단,2024년 10월 14일(월) ~ 2024년 11월 15일(금),정보 없음,361,0,0,https://cf-cpi.campuspick.com/activity/1731394678181735_thumb.jpg,https://www.campuspick.com/contest/view?id=27249,"10,000,000원","·대회명 :「2024 경기 대학생 창작 스토리 댄스 챌린지」 ·대회일정 1) 접수기간 : 2024. 10. 14.(월) ~ 11. 15(금) 16:00 2) 사전심사 : 2024. 11. 19.(화) / 경기상상캠퍼스 (예정) ※ 행정 검토 결격 사유가 없을 경우, 지원접수 단체 대상 사전심사(PT심사) 진행 3) 본 심 사 : 2024. 12. 13.(금) ~ 12. 15.(일) 중 1일 / 경기아트센터 소극장 (예정) ※ 상기일정은 추진상황에 따라 조정될 수 있음 ·참가자격 (단체) 경기도 소재 대학의 학생으로 구성된 아래 사항을 모두 충족하는 단체 ① 1팀 당 최소 2인~최대 15인(출연자 기준) ※ 스태프 수 제한 없음 ② 참가 단체의 학생이 소속된 캠퍼스의 소재지(경기도)를 기준으로 함(전공 무관) ③ 참여자는 재학생과 휴학생으로 제한함(졸업생, 대학원생 제외)  ·접수방법 안내 -접수기간 : 2024. 10. 14.(월) ~ 11. 15.(금) 16:00 ※ 제출기한 이후 발송 건의 경우 접수 불가하므로, 마감 기한 최소 1시간 전 발송 권장 -접수방법 : 이메일 접수(bakjieun@ggcf.or.kr) - 제출자료 ① (필수) 공연 계획서 ② (필수) 발표 PPT ③ (선택) 퍼포먼스 영상 1개(2분 이내) ※ 모든 제출자료는 하나의 압축파일(ZIP)으로 만들어 제출 ※ 제출자료 기준의 경우, ‘붙임2. 공연 계획서’ 문서 내 가이드라인 참조 ※ 행정 검토 결격 사유가 없을 경우, 지원접수 단체 대상 사전심사(PT심사) 진행  ·사전심사 안내 - 사전심사 일정 : 2024. 11. 19.(화) (예정) ※ 상기일정은 추진상황에 따라 조정될 수 있음 - 심사장소 : 경기상상캠퍼스(경기도 수원시 권선구 서둔로 166) - 심사방법 : 제출자료(공연 계획서, 발표 PPT, 퍼포먼스 영상) 기반 대면 인터뷰 심사 · 단체별 10분 이내 발표 및 질의응답 · 심사위원 평가점수를 합산하여 고득점 순으로 최종 진출작(단체) 결정 - 심사발표 : 2024. 11. 20.(수) *경기문화재단 누리집 공고 및 개별 연락 - 제작지원금 지급 : 총 5개 작품 선정 및 1팀 당 5,000,000원~10,000,000원 차등 지급 · 제작지원금의 경우, 최종 진출작 선정 단체의 참여인원, 작품규모에 따라 심의위원회에서 결정 ※ 최종 진출작 선정 단체에 한해 추가 증빙자료(재학증명서 등), 제작지원금 활용 계획(음향, 조명, 연출, 소품 계획 등) 별도 제출 예정  ·본심사 안내 - 본심사 일정 : 2024. 12. 13.(금) ~ 12. 15.(일) 중 1일 (추후 안내 예정) - 심사장소 : 경기아트센터 소극장(3,157㎡, 502석) - 심사방법 : 실연심사(1팀 당 1개 작품, 10분 내외 콘텐츠 시연) · 심사위원 평가점수를 합산하여 고득점 순으로 수상 순위 결정 - 본심사 지원내용 ① 공연장 대관(경기아트센터 소극장) ② 제작지원금 ③ 현장운영, 홍보지원 등 ※ 최종 진출작 선정 단체는 본심사 진행시 경기아트센터 보유 무대, 조명, 영상기기를 활용 하며, 별도 장비는 제작지원금을 활용하여 참가단체가 준비해야 함 - 결과발표 : 대회기간 중 별도 시상식 개최"
예체능,2024년 경기문화재단 「경기젊은작가(New Blood)」 작품구입 공모,경기문화재단,2024년 11월 1일(금) ~ 2024년 11월 18일(월),정보 없음,"1,679",0,0,https://cf-cpi.campuspick.com/activity/1730354280509973_thumb.jpg,https://www.campuspick.com/contest/view?id=27198,정보 없음,"경기문화재단에서는 2021년부터 경기도 청년 신진작가들의 창작 기회와 역량 확대를 위해 「경기젊은작가(New Blood)」 작품구입 공모를 진행하고 있습니다.  본 공모에 선정된 작품은 경기미술창고에 소장되어, 경기도 내 초중고등학교 및 유관기관, 예술공간에서 전시됩니다.  2024년 경기문화재단 「경기젊은작가(New Blood)」 작품구입 공모에 경기도 청년 작가 여러분의 적극적인 관심과 참여 부탁드립니다.  □ 공고기간 : 2024. 10. 23.(수) ~ 11. 18.(월) * 접수기간 : 2024. 11. 01.(금) ~ 11. 18.(월) 14:00  □ 모집분야 ? 한국화, 회화, 드로잉, 판화, 사진, 조각, 설치, 미디어아트  □ 응모자격 ? 각호 중 어느 하나에 해당하는 경우  ① 경기도 소재 미술대학 또는 미술대학원 2025년 졸업예정자 ※ 거주지 무관, 소속 대학의 소재지가 경기도일 경우 지원 가능 ※ 2024년 8월 졸업자 지원 가능  ② 경기도 거주자 중 미술대학 또는 미술대학원 2025년 졸업예정자 ※ 소속대학 소재지 무관, 공고일 기준 주민등록상 주소가 경기도일 경우 지원 가능 ※ 2024년 8월 졸업자 지원 가능  □ 응모작품 수 : 1인 1점  □ 작품제한가격 ? 1점당 150만원을 초과할 수 없음  □ 접수기간 : 2024. 11. 01.(금) ~ 11. 18.(월) 14:00  □ 신청방법 ? 국가문화예술지원시스템 사용 (https://www.ncas.or.kr) ※ 우편, 방문 등 서면접수는 받지 않습니다. ※ 온라인 지원신청 안내 : 국가문화예술지원시스템(1577-8751)  ※ 자세한 사항은 경기문화재단 누리집을 참고하시기 바랍니다.  https://www.ggcf.kr/boards/businessNotices/articles/18549"
