카테고리,제목,주최,조회수,D-day,접수기간,팀원 모집,댓글 수,포스터,상세 링크,상세 내용
국내봉사,서울노인복지센터) 2025 자원봉사자 모집,서울노인복지센터,11,정보 없음,2월 18일(화) ~ 7월 18일(금),0,0,https://cf-cpi.campuspick.com/activity/1739868387500515.jpg,https://www.campuspick.com/activity/view?id=28037,"★ 2025 자원봉사자 모집 ★   1) 모집 대상 - 노인 복지 자원봉사활동을 희망하는 단체 및 개인(청소년?청년?중장년 등) 누구나 - 정기 또는 회기별 봉사 활동을 희망하는 누구나   2) 모집 분야*상시 모집 - 급식 봉사(만발식당 안내 및 배식 등) - 공간관리(프로그램실 안전 관리 및 청소 등) - 일상지원(디지털 기기 활용 및 일상생활 지원 등) - 상담안내(상담 및 정서 지원, 정보제공 활동) - 프로그램 지원(행사 지원 및 보조) - 탑골미술관(연계 프로그램 보조 등) - 재능기부(공연 및 프로그램 운영) - 영상 촬영 및 편집, 홍보물 제작 등(전공자 환영/비대면 활동 가능)   3) 주요 활동 혜택 - 발대식 및 해단식 진행(정기 봉사만 해당) - 자원봉사활동시간 인정(VMS) - 자원봉사자의 날 행사 초청 및 외부포상 - 이달의 봉사자 선정 - 센터의 다양한 소식 우선 안내 - 봉사활동을 통한 세대 간의 이해 및 연대 도모   4) 신청 방법 - 모집 기간 : 연중 상시 - 신청 접수 방법 : 홈페이지 신청서 작성 및 제출 또는 전화 접수 - 확정 과정 : 활동 담당자와 전화 면담 후 알맞은 봉사 활동으로 선정하여 진행 (첫 시작 날 자원봉사자 교육 실시 예정)    #문의 : s2425@swcs.bizmeka.com, 02-6220-8506 또는 010-6604-9501"
국내봉사,2025 경상남도대학생봉사단 모집,경상남도자원봉사센터,7,정보 없음,2월 19일(수) ~ 3월 19일(수),0,0,https://cf-cpi.campuspick.com/activity/173986812693413.jpg,https://www.campuspick.com/activity/view?id=28034,"누구나 세상을 따뜻하게 바꿀 수 있어~  [ 2025 경상남도대학생봉사단 모집 ]  ? 모집기간 : 2025. 2. 19.(수) ~ 2025. 3. 19.(수)  ? 모집대상 : 도내 대학(원)재학생 및 휴학생  ? 모집인원 : 250명 이내  ? 활동기간 : 연중( 2025. 4. ~ 12.)  ? 활동안내 : 다양한 자원봉사활동(환경보존, 지역사회문제해결, 기업사회공 등) 리더역량 강화 및 워크숍  ? 활동혜택 : 자원봉사활동 인증관리 / 수료기준 충족 시 수료증 발급 /우수단원 표창  ? 신청방법 : 온라인(구글폼) 접수 → https://forms.gle/bZv4Qwnmu1qxw5BC9  ? 기타문의 : 경상남도자원봉사센터 대외협력부 T. 055-281-1365"
국내봉사,청년 커뮤니티 기반 지역문제 해결 프로젝트 기획봉사단 “슬기로운 청년생활,삼산종합사회복지관,10,정보 없음,2월 18일(화) ~ 3월 14일(금),0,0,https://cf-cpi.campuspick.com/activity/1739865291332666.jpg,https://www.campuspick.com/activity/view?id=28033,"청년 커뮤니티 기반 지역문제 해결 프로젝트 기획봉사단 “슬기로운 청년생활” 참여자 모집  안녕하세요. 인천 부평구 삼산동에 위치하고 있는 삼산종합사회복지관입니다.  삼산복지관에서는 청년 커뮤니티를 기반으로 지역문제 해결역량을 키울 수 있는 청년 프로젝트 기획봉사단의 참여자를 모집합니다.  또래 청년들과 재미있게 의미있는 활동을 하고싶어 하는 청년들의 많은 참여 바랍니다. (봉사시간, 활동 수료증, 우수참여자 시상 등 제공)  참여자들이 가장 많이 모일 수 있는 시간대로 활동 요일 및 시간은 변동 될 수 있으며 활동시간대에 대해 의견 수렴을 받고 있습니다! ^^  * 참여신청 및 문의 1. 홍보물 속에 있는 큐알스캔 후 신청 2. 링크눌러 신청 https://naver.me/FeX3k9sg 3. 010-7232-8607 문자로 신청 4. 032-529-8607 전화로 신청  #삼산복지관 #청년봉사단 #청년 #20대 #30대 #커뮤니티 #친구 #봉사 #자원봉사 #봉사활동 #봉사시간 #봉사활동추천 #보람 #서포터즈 #대외활동 #기획단 #프로젝트 #사회복지 #베리어프리 #수료증 #정책제안 #개선활동 #성장 #스펙"
국내봉사,정왕청소년문화의집 청소년방과후아카데미 학습멘토 자원봉사자 모집,정왕청소년문화의집,14,정보 없음,2월 18일(화) ~ 6월 17일(화),0,0,https://cf-cpi.campuspick.com/activity/1739854458052493.jpg,https://www.campuspick.com/activity/view?id=28024,"정왕청소년문화의집 청소년방과후아카데미에서 초등학교 5~6학년들의 학습지원을 위한 학습멘토 자원봉사자를 모집합니다! 많은 관심과 참여 부탁드립니다:)  ??청소년방과후아카데미 ’울림‘ 학습멘토는? - 청소년에 관심이 많은 대학교 재학 및 휴학생 또는 청년이라면 누구나 지원하실 수 있습니다. - 주 1회~3회, 50분 간(19:00~19:50) 국어, 영어, 수학 보충학습을 진행하는 학습멘토입니다. - 보충학습을 위한 자료 혹은 도서는 지원 가능합니다. - 단기활동이 아닌 3개월 이상 청소년과 함께하실 수 있는 분을 우선적으로 모집하고 있습니다.  ??모집기간 2025년 2월 18일 ~ 연중 모집  ??모집대상 - 대학교 재학 및 휴학생 / 청년(2006년생~1991년생) - 시흥시에서 3개월 이상 활동이 가능하신 분  ??신청방법 - 네이버폼을 통한 신청서 작성 후 제출 - 이후 간단한 면담 예정  ??활동내용 - 방과후아카데미 청소년 대상 국어, 수학, 영어 등 학습멘토링 - 주 1~3회 / 50분(19:00~19:50)  ??활동혜택 - 봉사시간 지급 - 무제한 간식 제공 - 담당자의 무한한 사랑  ??신청문의 - 청소년방과후아카데미 담임 성승재 (T. 070-4906-0347 / 031-319-1318)"
국내봉사,"☆고양시자원봉사센터, 2025 청소년·청년 자원봉사 기획단 모집☆",고양시자원봉사센터,20,정보 없음,2월 14일(금) ~ 3월 14일(금),0,0,https://cf-cpi.campuspick.com/activity/1739839462626915.jpg,https://www.campuspick.com/activity/view?id=28019,"▷ 모집기간 : 2025. 2. 14.(금) ~ 3. 14.(금)  ▷ 모집대상 : 자원봉사 프로그램 기획 및 진행에 참여할 수 있는 청소년·청년(14세 ~ 39세)  ▷ 신청방법 : 구글 폼을 통한 신청서 접수(https://forms.gle/4JUVaYzEokvxtpvw7)  ▷ 선정방법 : 서류심사(1차), 온라인 면접 심사(2차)  ▷ 선정발표 : 2025. 3. 26. (수) 예정(※고양시자원봉사센터 홈페이지 공지 및 개별 안내)  ▷ 활동기간 : 2025. 4. ~ 11.  ▷ 활동내용 - 자원봉사 프로그램 기획 및 활동 - 자원봉사 기본교육 - 발대식, 정기간담회(매월 1회), 캠페인, 워크숍 등  ▷ 활동혜택 - 자원봉사 기획단 위촉장 및 수료증 발급 - 1365 자원봉사 활동 시간 인증 - 우수단원 표창 시장  ▷ 문의 : 고양시자원봉사센터 성장지원팀(969-8405)"
국내봉사,2025년 기아프렌토링 희망꿈틀멘토링 대학생 멘토 모집,반포종합사회복지관,38,정보 없음,2월 17일(월) ~ 3월 31일(월),0,0,https://cf-cpi.campuspick.com/activity/1739788334691848.jpg,https://www.campuspick.com/activity/view?id=28018,"희망꿈틀멘토링은, '희망과 꿈을 담은 틀'이라는 뜻으로, 서초구 내 도움이 필요한 아동, 청소년과 대학생 멘토가 1:1로 매칭되어 진행하는 멘토링 활동입니다. 희망꿈틀멘토링은 기아㈜와 함께 협력합니다. 1.모집대상: 수도권 소재 대학교 재학 또는 거주 중인 대학생으로 12월까지 활동 가능한 자 00명 2.모집기간: ~2025. 3. 7.(금) *모집기간 이후 상시모집 3.활동내용: 학습멘토링(주1~2회 최대 2시간), 정서/진로멘토링, 임직원 멘토링, 연합활동 등 4.활동기간: 2025. 3.~2025. 12. 5.활동장소: 반포종합사회복지관, 지역사회 내 스터디카페 6.활동혜택: 활동비 지급, 기아 임직원과의 만남, 서초구청 수료증 발급, 활동 우수 멘토 선정 7.신청: 구글폼 제출( https://forms.gle/R4dmAqtmuxC1iXyR7 ) 8.문의: 070-7618-6018"
국내봉사,2025 강동종합사회복지관 대학생 서포터즈 모집,강동종합사회복지관,21,정보 없음,2월 17일(월) ~ 3월 16일(일),0,0,https://cf-cpi.campuspick.com/activity/173978066998453.jpg,https://www.campuspick.com/activity/view?id=28014,2025 강동종합사회복지관 대학생 서포터즈 모집  안녕하세요 사회복지법인 기아대책 강동종합사회복지관에서는 지역주민의 행복한 공존을 위한 마중물이 되고자 다양한 지역복지 사업을 진행하고 있습니다.  관련하여 대학생 자원봉사단 모모 서포터즈를 구성하여 지역사회를 위한 다양한 프로그램을 함께 진행하고자 합니다. 관심있는 대학생 분들의 많은 지원 바랍니다.  ■ 활동기간: 2025. 3 ~ 12월 / 월 2회  ■ 활동시간: 매주 금요일 오후  ■ 대외활동 내용 1) 다양한 복지사업 기획 및 진행 2) 후원 모금 활동 3) 영상 촬영·편집 등 기자단 활동 4) 희망하는 다양한 교육 제공 5) 그 외 서포터즈가 희망하는 활동  ■ 모집인원: 총 20명(전공 무관 / 휴학생 가능)  ■ 모집기간: 2025.2.17.(월) ~ 3.16.(일)  ■ 신청방법: 구글폼 신청서 제출(홍보물 내 QR코드 스캔 / https://forms.gle/p8Ng1K9KJeScvbZt9)  ■ 활동헤택: 1) 복지관 서포터즈 위촉 2) 자원봉사활동 시간 인증 3) 활동에 필요한 교육 제공 4) 우수 서포터즈 시상  ■ 문의전화: 02-2041-7800(직통 7811)
국내봉사,?? 청소년 사회참여활동 시작된변화 멘토 '청뜰 13기' 모집!,공릉청소년문화정보센터,45,정보 없음,2월 15일(토) ~ 3월 10일(월),0,0,https://cf-cpi.campuspick.com/activity/1739594768546995.jpg,https://www.campuspick.com/activity/view?id=27989,정보 없음
국내봉사,"[시립용산노인종합복지관] 대학생 자원봉사단, Y-ing 서포터즈 참여자",시립용산노인종합복지관,48,정보 없음,2월 14일(금) ~ 3월 13일(목),0,0,https://cf-cpi.campuspick.com/activity/1739516146180948.jpg,https://www.campuspick.com/activity/view?id=27983,정보 없음
국내봉사,제21회 안산국제거리극축제 서포터즈 '액션히어로' 10기 모집,안산시,42,정보 없음,2월 10일(월) ~ 3월 9일(일),0,0,https://cf-cpi.campuspick.com/activity/1739516045902834.jpg,https://www.campuspick.com/activity/view?id=27982,"<축제 개요> 1. 기간: 2025. 5. 3. (토) ~ 2025. 5. 5. (월) <3일간> 2. 장소: 안산문화광장 일대(안산시 단원구 광덕대로 157) 3. 주최·주관: 안산시, (재)안산문화재단  <운영 개요> 1. 모집인원: 80명 2. 모집 기간: 2025. 2. 10.(월) ~ 2025. 3. 9.(일) 3. 신청 방법: 재단 또는 축제 공식 홈페이지에서 공지 사항 내 게시글의 신청 방법 확인 후 택하여 신청 1) 네이버 폼 (https://naver.me/F2ZU8jyT) 2) 지원서: 게시글 내 첨부파일 내려받아 작성 후 이메일 제출 (이메일주소: asafestival@naver.com) ※ 축제/재단 홈페이지 -> 공지사항 -> 네이버 폼 작성 후 제출 또는 서식 작성하여 이메일 제출 4. 심사 일정 1) 1차(서류): 2025. 3. 17. (월) 2) 2차(면접): 2025. 3. 21. (금) ~ 3. 23. (일) 5. 결과발표 1) 1차(서류): 2025. 3. 19. (수) 2) 2차(최종): 2025. 23. 25. (화) 6. 활동기간(일정은 추진 상황에 따라 변동될 수 있으며, 변동 시 별도 공지 예정) 1) 2025. 3. 29. (토) ~ 2025. 5. 17. (토) / 워크숍 교육, 사전활동, 해단식 포함 2) 워크숍 및 발대식에 있어 3회 이상 참여가 힘들 경우, 수료증 수여 및 선발에 제약이 있을 수 있음   03.29.(토) 14:00?17:00 액션히어로 1차 워크숍 OT, 축제/재단 소개, 기초 교육  04.12.(토) 14:00?17:00 액션히어로 2차 워크숍 팀별 교육, 공간 답사, 실무교육  04.26.(토) 14:00?18:00 발대식 발대식, 히어로&프렌즈 모임  04.28.(월)~05.02.(금) 사전활동 축제 사전 준비  05.03.(토)~05.05.(월) 안산국제거리극축제 축제 현장 운영  05.17.(토) 추후 공지 액션히어로 해단식 해단식, 수료증 수여    7. 활동 지역: 안산문화광장 포함 축제 현장 및 안산문화재단 8. 모집 대상: 만 18세 이상 성인 ※ 활동 기간 내 축제 기간인 25. 5. 3.(토) ~ .5. 5.(월) 종일 활동(10시~22시)이 가능한 자 - 재외동포 또는 국내 거주 외국인일 경우, 한국어로 의사소통이 가능한 자  9. 모집 분야  공연 ? 공식 참가 및 제작 프로그램 지원 ? 공연 사이트등 담당 공간 셋업 ? 현장 운영 및 관객 통솔, 안전관리 운영 ? 기획 프로그램 지원 ? 안내소, 운영 물품 등 축제 전반적인 관리 및 운영 ? 기획 프로그램(어린이공간, 청소년공간 등) 현장 운영 홍보 ? 축제 홍보 콘텐츠 기획 ? 축제 현장 사진, 영상 촬영 ? 축제 홍보 콘텐츠 제작  ※ 활동 분야는 지망 순위에 따라 배정이 우선이나 축제 상황 또는 심사로 변동될 수 있음  10. 활동 혜택 - 축제 공식 유니폼(모자, 반팔 티셔츠), 활동 키트(가방, 멀티툴, 고급우비) 등 - 자원활동가 인증서 발급(봉사 시간에 따른 차등 지급) - 활동기간 내 식사 지급(봉사 시간에 따라 1식 또는 2식 제공, 식권 지급 포함) - 학생 자원활동가의 경우, 해당 학교에 수업 인정 요청 내용 등의 협조 공문 발송 ※ 수업 인정은 수업 담당자의 권한으로 수업 인정이 되지 않을 수 있음 - 수료증·우수활동자 표창장 발급  T : 031-481-0533 FAX : 031-481-0520 E-mail : asafestival@naver.com"
국내봉사,자기주도 봉사동아리 <꼬리에 꼬리를 무는 봉사단>,울산광역시남구문수청소년센터,28,정보 없음,2월 14일(금) ~ 3월 13일(목),0,0,https://cf-cpi.campuspick.com/activity/1739445438483933.jpg,https://www.campuspick.com/activity/view?id=27972,"자기주도 봉사동아리 ????꼬리에 꼬리를 무는 봉사단????  ?? 모집대상: 14~24세 청소년 10명 ?? 활동기간: 2025. 3.~11.(총 10회기 정기활동) ?? 활동일정: 3. 15.(토) 포함 매달 넷째 주 토요일 오전 ?? 주요활동: 봉사 기획 및 실행, 지역사회 연계 프로젝트, 정기 봉사활동 등 ?? 활동특전: 공식 활동인증서 발급, 봉사시간 부여, 우수활동자 '모범 청소년 표창' 우선 추천 등 ?? 신청방법: 문수청소년센터 홈페이지▶프로그램 신청▶접수하기 ? 모집기간: 2025.2.14.(금)~3.13.(목)  단순 봉사는 NO! 직접 기획하고 실행하는 '진짜 의미 있는' 봉사활동을 원한다면? 스펙을 넘어, 내가 만든 프로젝트로 지역사회에 변화를 만들고 싶다면?"
국내봉사,서라벌중학교 25학년도 1학기 대학생 스터디 멘토링 모집(상시모집),서라벌중학교,148,정보 없음,2월 14일(금) ~ 3월 10일(월),0,0,https://cf-cpi.campuspick.com/activity/1739426259705583.jpg,https://www.campuspick.com/activity/view?id=27970,"1. 프로그램명: 기초학습 및 진로 멘토링(중학생)  2. 봉사시간: 25. 3. 24.~25. 7. 31.  3. 봉사요일: 매주 월, 목, 금(주 2회, 협의 가능)  4. 봉사시간: 15시20분~16시50분(90분 수업, 2시간 봉사활동, 협의가능)  5. 내용: 1대1 또는 1대2 진로 및 학습 멘토링(국,영,수,과학 등) /전체 대면으로 진행예정  6. 혜택사항: 자원봉사확인서 발급, 교재 지원 등  7. 모집성별: 무관  8. 지원방법: 오픈채팅방 또는 유선 신청  9. 문의: 070-8280-4677 서라벌중학교 꿈샘마루  ㅡ카카오톡 오픈채팅방: https://open.kakao.com/o/sep37M9f"
국내봉사,새싹이의 나눔 ‘5기 나누미봉사단’ 모집,만월종합사회복지관,120,정보 없음,2월 13일(목) ~ 3월 14일(금),0,0,https://cf-cpi.campuspick.com/activity/1739374554234586.jpg,https://www.campuspick.com/activity/view?id=27961,정보 없음
국내봉사,[동작청소년아지트] 정기 자원봉사자 모집,동작청소년센터,68,정보 없음,2월 12일(수) ~ 7월 31일(목),0,0,https://cf-cpi.campuspick.com/activity/1739352859593426.jpg,https://www.campuspick.com/activity/view?id=27958,"[동작청소년아지트] 정기 자원봉사자 모집  청소년들의 공간(청소년시설)에서 자원봉사를 희망하는 분들을 모집합니다.  진로에 대해 걱정이 많은 청년의 때에 가장 중요한 것은 많은 경험이라고 생각합니다. 중요한 시기 이곳에서 나눔에 대한 소중한 경험 하시고 가셨으면 합니다.  청소년들을 대상으로 하는 직업에 대한 꿈과 비전이 있으시거나, 청소년들과 소통하고 싶은 분들이 있으시다면 신청하셔도 좋은 듯합니다.  ■ !!이런분들에게!! 맞지 않습니다. 활동에 대한 동기 없이 봉사시간만 필요하신 분에게는 맞지 않은 활동입니다. 청소년들을 놀아주는 것에 거부감 있는 분들(활동이 어색한 것은 당연히 상관없습니다.)   ■ 청소년아지트 란? “청소년아지트”는 지역 내 유휴 공간을 활용하여 청소년 스스로 휴식?놀이?문화공간을 조성 할 수 있도록 지원하는 서울시의 ‘청소년 사업’입니다.  ■ 봉사활동 내용 - 청소년 놀이 활동 지원 - 기관운영 보조 및 환경 정리 - 청소년자율활동공간 이벤트 기획 및 운영  ■ 활동장소 - 서울시 동작구 신대방2길 42-10 ""동작구 청소년들의 공간 아지트"" 4층 ※활동장소가 동작청소년센터가 아닙니다. 반드시 주소를 확인해주세요  ■ 활동해택 - (e청소년)사이트 봉사 활동시간 인정(1365 연동가능) - 회의 시, 다과 제공 등  ■ 지원자격 - 청소년시설 봉사에 관심있는 대학생 누구나 :D! - 최소한 2개월(주1회) 활동 가능한 분 - 약속과 신뢰를 소중히 생각하시는 분(환영!)  ■ 일정 - 신청기간 : 2025.02.12 (수) ~ (상시모집) - 활동기간 : 2025.02.18 (화) ~ 2025.07.31. (목)  ■ 유의사항 - 활동시간 및 활동요일은 협의 가능합니다. - 시험기간이실 경우 미리 알려주시면 됩니다. - 신청 시, 확인이 늦을 수 있습니다.(전화주세요) - ■ 신청하기 https://naver.me/GALcU2dN  ■ 문의상담자 : 청소년지도사 전준호 상담 - 상 담 자 : 청소년지도사 전준호 상담전화 : 02-6264-7973 (업무시간 13:00~20:00) ※ 대학생 동아리 등 재능기부의 경우 편하게 연락 부탁드립니다 :)"
국내봉사,시각/비시각 통합청년 동아리 모집 [한국시각장애인학습지원센터],한국시각장애인복지관,97,정보 없음,2월 12일(수) ~ 3월 11일(화),0,0,https://cf-cpi.campuspick.com/activity/1739348611862193.jpg,https://www.campuspick.com/activity/view?id=27957,"안녕하세요. 한국시각장애인복지관 학습지원센터입니다.  시각/비시각 청년들이 함께 교류하고 활동하는 '통합으로 크는 청년들(통큰청년)' 동아리원을 모집합니다. 많은 관심과 참여 부탁드립니다! ^^  * 사전 교육; 3/14(금), 온라인 줌, 16:30~ (30분 내외) * 대학생 1회 모임: 3/29(토), 본 기관 강당 (상일동역 인근) * 청년 1회 모임: 4/5(토), 장소 추후 안내   - 모집 기간: 현재~ 3/11(화)  - 모집 대상: 대학생, 청년 (20~30대 미혼)  - 활동 기간: 3월~10월 (4~5회 오프라인 모임)  - 활동 내용: 온라인 오픈채팅방(상시), 오프라인 문화/소통 활동  - 활동 혜택: 봉사시간 지급  - 신청 방법: 신청기간 내 구글신청서 작성 및 제출 (링크 또는 QR 접속) https://forms.gle/8h9VYe9CJcX5iWEZA  - 선정된 분에게 개별연락 드립니다.(사전교육 필수)  - 문의: 학습지원센터(02-440-5256) : 카카오톡 1:1 오픈채팅 https://open.kakao.com/o/sbmgk1gg"
국내봉사,[제24회 유니마총회&춘천세계인형극제] 자원봉사자 '코코미' 모집 공고,(재)춘천인형극제,62,정보 없음,2월 10일(월) ~ 3월 30일(일),0,0,https://cf-cpi.campuspick.com/activity/1739343306925717.jpg,https://www.campuspick.com/activity/view?id=27952,??모집기간: 2025.2.10.(월)~3.30.(일) 23:59 마감 ??모집대상: 축제 및 국제 행사에 관심있는 누구나! ??지원방법: 구글폼 작성 후 제출 https://forms.gle/R88zwgNvfGauKJLk9 ??관련문의: 춘천인형극제 축제지원팀 033)242.8452
국내봉사,??덕양행신복지관에서 대학생 교육봉사자를 모집합니다??,고양시덕양행신종합사회복지관,115,정보 없음,2월 11일(화) ~ 3월 21일(금),0,0,https://cf-cpi.campuspick.com/activity/1739259744624107.jpg,https://www.campuspick.com/activity/view?id=27939,"안녕하세요:) 고양시 덕양행신종합사회복지관에서 대학생 교육 봉사자를 모집하고 있습니다!?? 매칭되는 중학생 멘티와 일정 및 과목 조율하여 복지관 내에서 월 3회 학습멘토링 진행해주시면 되고, 단체 나들이나 멘토 간담회 등 재미있는 활동도 있으니 많은 관심 부탁드립니다?? 봉사시간과 수료증도 발급되오니 꾸준히, 성실히 참여해주실 대학생 멘토분들의 많은 관심 부탁드립니다!??  ??2월 말 ~ 3월 초 선정자 한하여 연락 예정! 문의: 전선영 사회복지사 031-839-6031 신청: https://naver.me/FfeXkej1"
국내봉사,시립동대문청소년센터 대학생봉사단 Mentors 모집,시립동대문청소년센터,192,정보 없음,2월 11일(화) ~ 3월 17일(월),0,0,https://cf-cpi.campuspick.com/activity/1739839007823127.jpg,https://www.campuspick.com/activity/view?id=27938,"??2025년 시립동대문청소년센터 대학생봉사단 Mentors 모집?? 시립동대문청소년센터에서 열심히 봉사할 수 있는 봉사단을 모집합니다.  ??시립동대문청소년센터의 청소년동아리인 ""대학생봉사단 Mentors""는 지역사회 청소년을 위해 프로그램 기획, 운영 등 다양한 봉사활동을 진행하는 대학생 서포터즈 프로그램입니다.  ??모집일정 1. 모집기간 : 2025년 3월 31일(월) 자정까지 2. 모집대상 : 20세 ~ 24세 후기청소년 누구나 3. 활동기간 : 2025년 4월 ~ 2025년 12월 4. 선발일정 - 신청접수 : ~ 2025년 3월 31일(월) 자정까지 - 1차 합격자발표 : 2025년 4월 2일(수) 예정 (개별연락) - 2차 합격자인터뷰 : 2025년 4월 5일(토) 예정 (1차합격자에 한하여 개별연락) - 오리엔테이션 : 2025년 4월 19일(토) 예정 (인터뷰 진행 후 개별연락) 5. 제출서류 - 최종 합격 시 제출서류 개별안내  ??활동내용 ??월 1회 정기회의 ??청소년 프로그램 기획 및 진행 ??지역사회 봉사활동 참여 ??타 기관과의 교류활동 ??다양한 연합·기획·봉사활동·워크숍  ??활동혜택 ??센터 시설 및 프로그램 우선 참여 ??봉사시간 지급 ??간식 제공  ??지원방법 1. 네이버폼 https://naver.me/GZZW1uKT 2. 모집 포스터 내 QR코드 참고   ??문의사항 - 화~토 09:00~18:00 ?? 청소년활동팀 박정현 070-8824-4514"
해외봉사/탐방,2025년도 재단법인 플라톤 아카데미 인문지혜 장학생 PAN+ 모집 공고,재단법인 플라톤 아카데미,624,D-10,2월 17일(월) ~ 3월 3일(월),0,0,https://cf-cpi.campuspick.com/activity/1739855590105630.jpg,https://www.campuspick.com/activity/view?id=28027,정보 없음
해외봉사/탐방,국제 NGO 세계일주 피스보트에서 한일/한영 통역사 자원봉사 모집,피스보트,"1,175",D-2,2월 14일(금) ~ 2월 23일(일),0,1,https://cf-cpi.campuspick.com/activity/1739519403318433.jpg,https://www.campuspick.com/activity/view?id=27985,정보 없음
해외봉사/탐방,"드림트립 DT.16 아일랜드 모집(항공권, 숙박비 지원)(~3/10)",협성문화재단,"1,108",정보 없음,2월 28일(금) ~ 3월 10일(월),0,2,https://cf-cpi.campuspick.com/activity/1739519302112907.jpg,https://www.campuspick.com/activity/view?id=27984,정보 없음
해외봉사/탐방,[레드불] 2025 레드불 이비자 로얄,레드불 코리아,"7,907",정보 없음,1월 8일(수) ~ 3월 14일(금),3,0,https://cf-cpi.campuspick.com/activity/173616608004932.jpg,https://www.campuspick.com/activity/view?id=27561,정보 없음
해외봉사/탐방,선플 서포터즈 10기 부원 모집,선플재단플재단,"1,192",정보 없음,2월 5일(수) ~ 2월 13일(목),0,0,https://cf-cpi.campuspick.com/activity/1739111751343492.jpg,https://www.campuspick.com/activity/view?id=27897,"??2025년 ‘선플 서포터즈 10기 부원으로 함께하실 분들을 모집합니다!??  ?? 활동소개 ??  2025년도에 선플 서포터즈는 선플( SUNFULL ) & 교육( EDUCATION ) ’을 위주로 활동을 구성하고자 합니다.  저희는 3월부터 12월까지 다양한 행사가 기획되어 있으며, 행사별 활동인증서, 봉사시간, 그리고 수료증, 공모전을 통한 각종 장차관 상장을 지급할 예정입니다.  ?? 모집대상 ??  ? 서울에서 진행되는 활동에 참여할 수 있는 모든 대학생? ? 직접 매달 진행되는 행사를 기획하며 이끌어 나가고 싶은 대학생? ? 여러 행사를 통해 많은 봉사 시간과 경험을 얻고 싶은 대학생? ? 선한 영향력을 세상에 전파하며 뿌듯함을 얻고 상장까지 챙겨가고 싶은 대학생?  ?? 활동내용 ??  ? 해외선플학교 기획의 토대가 되는 1:1 or 2:1 한국어 수업 진행 ? 한국어 수업 진행을 바탕으로 방학 중 해외 방문 예정 ? 정치 언어 모니터링단 등 국회에서 진행하는 행사 주최 ? 장차관급상을 수상할 수 있는 선플 공모전 참여 ? 구글 유튜브와의 협업예정  ?? 활동혜택 ??  ? 선플 공모전 수상 기회 제공 (2024년 기준 장차관급 상장 183개 부여) ? 참여하는 활동마다 이사장님 명의로 된 활동인증서 & 봉사시간 발급예정 (2024년 기준 최대 100시간 이상) ? 해외 방문 시 경비 지원 예정 ? 다양한 종류의 봉사 활동 참여 가능  ?? 추가사항 ??  ? 1년 활동 참여 가능자 우대 ? 시험기간을 고려해 활동 진행 예정  ?? 모집계획 ?? 1차 서류전형 | 2차 면접전형  ? 모집기간: 2/5 ~ 2/13 ? 1차 서류 합격자 발표: 2/14 ? 2차 면접일시: 2/15 ~ 2/16 * 면접은 ZOOM을 통한 화상면접으로 진행됩니다.  ? 최종 합격자 발표: 2/17  ? 최종 합격자 OT: 3/8, 3/9 中 1일 진행 예정  ?? 지원방법 ?? 2025년 2월 13일 23시 59분까지 sunfullsup@gmail.com 으로 지원서 제출  지원서 링크: https://docs.google.com/document/d/1WApPx7lDOK83AXHVvpM0DGIdjVmOhSi-/edit?usp=sharing&ouid=102648417336300681541&rtpof=true&sd=true  ?? 우리에 대해 더 알고 싶다면? ?? 공식 인스타그램 @sunfullmovement  ?? 문의사항은? ?? sunfullsup@gmail.com 으로 메일 문의 or 공식 인스타 계정 DM문의"
해외봉사/탐방,[매헌윤봉길의사기념관] 대학생홍보단 <매헌서포터즈 4기> 모집,매헌윤봉길의사기념관,"2,785",정보 없음,2월 3일(월) ~ 2월 16일(일),0,0,https://cf-cpi.campuspick.com/activity/1738715971590252.jpg,https://www.campuspick.com/activity/view?id=27807,"대학생 홍보단 <매헌 서포터즈 4기> 모집 공고  ? 모집대상 : 전국 대학교 재학생 및 휴학생  ? 모집기간 : 2. 3(월) ∼ 2. 16(일)  ? 모집인원 : 15명  ? 활동기간 : 2025년 3월~12월(10개월)  ? 활동내용 - 윤봉길의사와 매헌기념관을 홍보하는 콘텐츠 제작 및 홍보 - 매헌기념관 행사 참여 : 의거기념식, 추모식 등(1365 봉사활동시간 인증) - 그 외 기념관에 관련한 다양한 활동  ? 활동혜택  - 매월 활동비 지급(월 80,000원) - 광복 80주년 기념 해외답사 참가비 지원(일부 본인부담 발생, 중국 상해/자싱/항저우 등 4박 5일) ※일정 및 답사지 등 세부사항은 상황에 따라 변동가능 - 매헌서포터즈 명찰 발급 및 매헌기념관 도록/소식지 등 발송 - 활동 종료시 수료증 발급 및 우수활동자 포상금 시상(80% 이상 참여시)  ? 지원방법 : 매헌기념관 홈페이지 공고문 확인 후 이메일 접수(yun-bong-gil@hanmail.net)(http://www.yunbonggil.or.kr/_memorial_hall/bbs/board.php?bo_table=mem06_01&wr_id=479)  ? 모집일정 : 서류합격자 발표 → 면접심사 → 합격자 발표 2월 18일(예정) (합격자에게 개별안내)    ? 문의 : 매헌윤봉길의사기념관 사무국 02-578-3388 매헌서포터즈 담당자 070-7720-5875"
